genes,AURKA,ESPL1,SHCBP1,CEP55,KIF18B,CENPE,CLSPN,IQGAP3,ORC6,UHRF1,BIRC5,CDK1,RAD54L,MYBL2,ASPM,KNL1,DLGAP5,MKI67,FOXM1,FAM64A,PIF1,HJURP,ESCO2,RAD51,BUB1B,GTSE1,PRR11,KIF11,TOP2A,TROAP,TYMS,ASF1B,HMMR,SKA3,KIF15,NCAPG,CDC45,ARHGAP11A,NUSAP1,CDCA8,NUF2,E2F8,BUB1,NDC80,AURKB,PKMYT1,E2F2,SPC24,CENPF,KIF14,UBE2C,DEPDC1B,POLQ,CDCA5,SKA1,TTK,TACC3,RAD51AP1,RRM2,PTTG1,PCLAF,TPX2,PLK1,ZWINT,CCNB2,ANLN,KIF20A,EXO1,KIF4A,DEPDC1,MELK,CENPM,CKAP2L
BUB1,0.225807804647475,0.221483099635087,0.195985945935028,0.25880946405274,0.24208499083677,0.181937077836465,0.19668855008573,0.257157232266523,0.151063442099578,0.196193981117417,0.254370495892654,0.196057473481021,0.159786290708119,0.260474783056451,0.273058111718369,0.280089558356097,0.322317229992013,0.280352569886963,0.260988322596823,0.214385023770564,0.187193699628212,0.269285836824749,0.252434285951283,0.216157129294104,0.253960312160828,0.280313844209717,0.151760298844176,0.256471258034836,0.259275600997892,0.239678398017735,0.220938694812093,0.216585810853247,0.280990108988701,0.249339974007657,0.208818458427012,0.313761876328753,0.158673090649748,0.151379179833926,0.276505052242321,0.211908309250461,0.228049942977347,0.253371930795387,1.0,0.266212468352,0.229991476305513,0.242069441710999,0.201124204840885,0.218965936294074,0.237909790027829,0.271112765819593,0.250313349847432,0.237759816433535,0.233679205467141,0.248256658501011,0.27544008327811,0.181617258101853,0.190417411115263,0.194644813704979,0.276041724758714,0.205038247975597,0.252005835179788,0.268361377844241,0.24709717373906,0.155184879971151,0.245069744380274,0.269519122104044,0.300547309555153,0.190068964475642,0.274980336531862,0.262473887184289,0.272215582043827,0.161912765413855,0.279980610940171
NDC80,0.123357158015044,0.148879447234197,0.123924298731449,0.1636205265014,0.199201898697958,0.130568406589844,0.13126700419955,0.183106975977843,0.0938361291226016,0.1303712859096,0.166026923517227,0.151607040996787,0.0995476685086564,0.195202558857251,0.189492963909671,0.173372778562196,0.320784874419244,0.226703176287743,0.191961590068706,0.143387119381737,0.125186647442355,0.270184581599958,0.208855202088334,0.134562161735852,0.171637014848999,0.263449738079907,0.0997147292185892,0.177040555141864,0.266440520386538,0.21049373807273,0.144145796512642,0.134427937432297,0.210721851523085,0.174947059040202,0.140923327221362,0.313046701915406,0.102500198119574,0.10130375675388,0.280702524501195,0.124068581576356,0.15913194244574,0.168437676840062,0.266212468352,1.0,0.156638462627509,0.173852336953606,0.12625587925204,0.151044364536674,0.16536406084699,0.185566432922808,0.209207525153561,0.14791989645931,0.14855020367659,0.238104276036673,0.189908913286813,0.10624740628967,0.135407050686522,0.102230698966796,0.200241134953196,0.138244949472244,0.161532491874087,0.189596644022283,0.154279099213052,0.0886448929130484,0.157799591312475,0.183856676413457,0.310516383860878,0.120933931702681,0.285406456257656,0.177321928830412,0.25132378836405,0.0998995306432728,0.223511736368819
AURKB,0.0602809602909123,0.087112900359882,0.0630234003520883,0.0884252324005936,0.209341193057922,0.0573853559068615,0.0609999283765083,0.179289394026661,0.066359382748107,0.0866063755919655,0.0902355586250215,0.0641636336371516,0.0673119832539588,0.19433400787012,0.152847060430757,0.126433499674104,0.283700263338379,0.19835822754959,0.17934404343779,0.137069678942996,0.0746218998872451,0.270965096348862,0.21221995555023,0.110953095346486,0.168033364841927,0.228812095368662,0.0424254245472109,0.164247507546209,0.259838752931949,0.217950711672661,0.146077001254764,0.125285324089091,0.168320798605186,0.174935210058963,0.0760607096058674,0.285381171772262,0.0695443897832893,0.0514196194234381,0.274453191112649,0.0779879443086311,0.0731712761006656,0.125407623637083,0.229991476305513,0.156638462627509,1.0,0.173192306956181,0.0733389865828463,0.0869817008119971,0.114797550823641,0.132422984896366,0.20869376537019,0.0863164234255927,0.144896943568037,0.234549106750806,0.168067814809055,0.0551326856806843,0.0609971333118013,0.0610198271244423,0.177387098473343,0.0592730658838093,0.156582285011839,0.148931443554408,0.076463304811698,0.0624156866319066,0.0846608672170633,0.117142885894361,0.278234809964891,0.117691611816446,0.257586387158785,0.156142430821743,0.229286254008201,0.067108698702201,0.183250461594219
PKMYT1,0.129996645152053,0.182110903682571,0.124521001641563,0.143261473119054,0.199464222048965,0.106818639633867,0.116925599128154,0.183774612222774,0.146682472671314,0.165017727494076,0.15011136267578,0.122946953238767,0.137036723874807,0.213071750080713,0.16450363179626,0.172425059135553,0.281291311944102,0.202249840371969,0.168389495152328,0.17171879198975,0.148194210692198,0.270696995073252,0.219002984688032,0.176374309584751,0.182182914511471,0.223680967930888,0.0811102368151081,0.173968862431149,0.250548678304333,0.224208803422165,0.170319214056537,0.195051538768622,0.177628669749189,0.174919519539202,0.162733607370423,0.283984449288166,0.145174291649318,0.0919370275052511,0.265973373533455,0.147277485151409,0.162841747823415,0.197818475353753,0.242069441710999,0.173852336953606,0.173192306956181,1.0,0.162032024524001,0.143875369400334,0.161846124374404,0.163778422108611,0.195705569968551,0.183995778001796,0.19065526003062,0.25200728624237,0.174007511864284,0.141327117595202,0.132123376903154,0.132855029365749,0.183637247861068,0.129995458922476,0.172100415741791,0.165185923502527,0.139857861060527,0.131091799503345,0.166123178718737,0.147899343163741,0.258167678235379,0.166449212489408,0.236463151705614,0.176896301191724,0.228211883841703,0.145668563924951,0.169090778320554
E2F2,0.0443776589018931,0.072434406600392,0.0412201552200386,0.113851400169266,0.136691502945945,0.0275121119895232,0.0423066121641993,0.135104323295427,0.0437185352608864,0.061482373100806,0.0695595273096771,0.0333698656694648,0.0386279291618465,0.195451650432311,0.134635869613838,0.127539308199678,0.2581571652437,0.220994530633412,0.125437796213829,0.0806399025159542,0.0358315708484592,0.210380271737969,0.174040825632309,0.0825581408181861,0.136214840858255,0.226718863912006,0.0326400782863735,0.132493553161099,0.174176658572257,0.151799871140821,0.101317923218181,0.112578560699276,0.174577297754226,0.119996947083667,0.0512838792401911,0.240885360240033,0.042098337577212,0.0248787523338623,0.196785995675771,0.0502059431796462,0.0530890289548854,0.136086578476908,0.201124204840885,0.12625587925204,0.0733389865828463,0.162032024524001,1.0,0.0534355156779882,0.0780418298220743,0.118444166501319,0.135972957969206,0.0726808202363931,0.124831807561895,0.187986646651959,0.151126561603448,0.0296139764492467,0.0377382421503317,0.0325509048287787,0.205814001795294,0.0282214717417762,0.114501206096643,0.119286827044558,0.0722053154159982,0.0365687377469235,0.0736454755989935,0.103246850737301,0.224905819842139,0.0794358299189568,0.204126716406862,0.111468840310193,0.206373860440284,0.0367265686996445,0.167113964877801
SPC24,0.0458864968546873,0.0615874816200697,0.0466938735821325,0.131924484228396,0.175553735644658,0.0459755984925129,0.0583675906208028,0.162559005354804,0.0398914954197903,0.0585882823712418,0.0972607364216626,0.0489657829090271,0.0423272418223752,0.185126472091293,0.181249488645039,0.138308320563496,0.299989259211289,0.228347758743716,0.155247722125315,0.105033801146758,0.0425989926350055,0.246241812437836,0.189443530757322,0.0850539466887754,0.13364173071508,0.264867456555705,0.0423240728544705,0.142964851849718,0.219401177134458,0.167150527156332,0.108581852711712,0.0914841750950099,0.193219790933526,0.149460453780239,0.0576393983549607,0.28907277325706,0.0464672250518854,0.0425846966003318,0.244326829101537,0.0482166088902463,0.0608821741389476,0.133933572958727,0.218965936294074,0.151044364536674,0.0869817008119971,0.143875369400334,0.0534355156779882,1.0,0.0883840048417784,0.150647580797666,0.183411191332428,0.0646486193862573,0.12144003392032,0.195401075237941,0.178119042280773,0.0259233564979716,0.0481624764348772,0.0316277283203351,0.211330696073066,0.039492296308647,0.142230232982759,0.159772006583262,0.0915884260148029,0.0343067842360809,0.0725829595205972,0.154570339186635,0.293808911103714,0.0841287145170397,0.258395137995211,0.139149363250885,0.250702402703387,0.0326027775914232,0.227669108527102
CENPF,0.073020278524531,0.122932164888997,0.0790246187502235,0.083281981682995,0.192373276149139,0.0883289860259268,0.0686351516204616,0.166036823463604,0.0902182083511618,0.103442170054088,0.103873473417465,0.0803433643581157,0.093089776834767,0.164183763696533,0.153759980798791,0.12449441490727,0.264791790260263,0.174011795828143,0.196793014563954,0.12670854621775,0.0911394710693276,0.243629711897002,0.187839206510015,0.112939475888566,0.177950995161537,0.207684055398338,0.0497701636408721,0.177189620622482,0.264414547195599,0.218820515104355,0.15273266558126,0.113366788381284,0.164386723506987,0.171077149679034,0.1123557620347,0.264211292204908,0.0907812239011022,0.0669890376612978,0.263633995001811,0.117148101562856,0.109568714710393,0.104423738219368,0.237909790027829,0.16536406084699,0.114797550823641,0.161846124374404,0.0780418298220743,0.0883840048417784,1.0,0.136930162876177,0.196084710762213,0.0984532831514569,0.137470162134852,0.229060952041474,0.154963896170161,0.0984838086733607,0.0796675090129918,0.081524019212195,0.147279759007615,0.0875708039714421,0.148061145625956,0.146894101373688,0.0865516871310285,0.0882810455400255,0.119336073730761,0.110449756810287,0.267361354346674,0.116212494956536,0.249477920443745,0.164285452987793,0.203130290011659,0.0780957737319787,0.171904922077278
KIF14,0.11842736720926,0.128985952644169,0.119979140089612,0.174870598604448,0.180950157443369,0.127246444865914,0.127034523655988,0.172618863014602,0.0637365884757608,0.104899604908755,0.152783384043543,0.117312347936951,0.0664552892787069,0.192033090573375,0.223445104204202,0.171861543396862,0.339745562447367,0.257048595863739,0.189729238420781,0.104507928763242,0.0919707656770297,0.262652210632461,0.197201895488232,0.0996563781563763,0.174139198223881,0.298327850269312,0.103900563318,0.179206304949553,0.249025887797426,0.19216279938522,0.122664644280588,0.106818533270322,0.234449289111512,0.162585566184557,0.0997216304098344,0.31471108889975,0.0669634665390201,0.0963096913759589,0.265502069773402,0.102798968428698,0.130813268345401,0.151476590199221,0.271112765819593,0.185566432922808,0.132422984896366,0.163778422108611,0.118444166501319,0.150647580797666,0.136930162876177,1.0,0.188706548352243,0.123382687471262,0.135843219013304,0.218722082881632,0.194746090640619,0.0794346091120212,0.115532454486301,0.0868716245641097,0.220666724610963,0.111958416339599,0.14771914919227,0.177063080105663,0.17123784648235,0.0621031973966563,0.13265434206901,0.186648520721161,0.334020883584669,0.0874395904876632,0.295470478187305,0.16389631117241,0.258801956698585,0.0785298764528584,0.253061761984735
UBE2C,0.11591169457622,0.183018334750381,0.115772882047852,0.146148822952701,0.309447598437585,0.136198695199485,0.138841030435265,0.301245247507617,0.181043806774134,0.17737296944336,0.195271779657778,0.156629340993028,0.228923808983137,0.234534711176326,0.202966096990937,0.180855689900312,0.321966688489692,0.208842808033631,0.22458281424245,0.310953971668027,0.248027324287363,0.339601117488914,0.263640966391275,0.205546364476969,0.189178724891629,0.238850841257808,0.0823748765460206,0.193716888198419,0.339380823958967,0.276696212137269,0.224477541180951,0.176573352656125,0.183643035276609,0.237138750565234,0.216932319318057,0.354670825444417,0.230061199641551,0.13146462365898,0.360869242065375,0.146301614447535,0.158727574734445,0.211483710613793,0.250313349847432,0.209207525153561,0.20869376537019,0.195705569968551,0.135972957969206,0.183411191332428,0.196084710762213,0.188706548352243,1.0,0.186478825771603,0.20432956902769,0.273130632393619,0.216556396400931,0.114957798443794,0.134909981687892,0.114684229626274,0.207774813868795,0.136680148715807,0.256131364861659,0.228019379420153,0.140073862323373,0.160350459860877,0.15431042149229,0.19319898736352,0.308140152901292,0.239448611462304,0.283878077902082,0.240701951613434,0.282498068321211,0.120625682669394,0.21378265473229
DEPDC1B,0.0677207512404459,0.0765347623217154,0.0551050875547425,0.0977462144120923,0.189677221931127,0.0487271070212098,0.058415822262666,0.180666724464969,0.0603345666143173,0.0614748170220729,0.072222609779594,0.0624947917010713,0.0602216357727912,0.21323553053661,0.136925725127728,0.147828453577509,0.284329280289151,0.214168407917399,0.150586141294572,0.11881323247224,0.0705199706061909,0.261311677297719,0.20984517377621,0.104409234087898,0.15369437182601,0.228082513393739,0.0429254170663027,0.151666512027548,0.231600177235653,0.206548968899512,0.126209074734046,0.114118799898581,0.183789167945591,0.147308728379074,0.0829193935502885,0.281163481970172,0.0636922109176958,0.0416741571479178,0.251336718063305,0.0604360236913026,0.0717057474221571,0.131766625940051,0.237759816433535,0.14791989645931,0.0863164234255927,0.183995778001796,0.0726808202363931,0.0646486193862573,0.0984532831514569,0.123382687471262,0.186478825771603,1.0,0.143084885451249,0.231221144195681,0.164542222901936,0.0564331008692373,0.0639651208580242,0.0551796112000891,0.194096320139698,0.0633487548663633,0.142113059149222,0.135005776112378,0.0696635606830112,0.0505119047349924,0.0949894768142415,0.100677608606879,0.251025096474491,0.110103167917157,0.227966946762354,0.144429576994852,0.226893669619294,0.0538092811214059,0.169586338368811
POLQ,0.100633854256488,0.14184966318903,0.103856883979535,0.112011162194707,0.208389730651998,0.103803687305395,0.104318113878403,0.187384027569922,0.133588838187321,0.136883930446923,0.124024523881524,0.100732835184223,0.126486375213987,0.21119911717365,0.141305590047879,0.135585653657952,0.276370787967853,0.197742259262708,0.168529784976131,0.152361052233623,0.135318472598199,0.272134205352483,0.221295152095502,0.145150220784708,0.174475535810046,0.219069797267572,0.0690448801643113,0.17495254243721,0.256088943111969,0.22490646869743,0.150818029547449,0.150889076343585,0.165244682862017,0.16435790926643,0.133237422440488,0.287929646715695,0.126866319654461,0.088058664614533,0.271999568532831,0.127996046207822,0.119636499922118,0.161179928001032,0.233679205467141,0.14855020367659,0.144896943568037,0.19065526003062,0.124831807561895,0.12144003392032,0.137470162134852,0.135843219013304,0.20432956902769,0.143084885451249,1.0,0.245657241407893,0.163363346976273,0.102629551687087,0.105422283847472,0.127410780452097,0.179737889985411,0.09043022926137,0.157767252362149,0.139641236589637,0.109664086842687,0.121120334934027,0.121924337928385,0.124094944515255,0.255472347753302,0.146282916431367,0.236267667675524,0.15275704564649,0.232037496537441,0.104334251689687,0.167263032480475
CDCA5,0.170374506308385,0.226370492055784,0.160829331556345,0.188165733565662,0.271721216678171,0.148479139707695,0.164389014194999,0.271350420433767,0.204053653834436,0.222907788543685,0.218676209325226,0.17163001770385,0.217192929218458,0.266984741113076,0.223682334273671,0.224986362420981,0.292011656547221,0.239451206488691,0.248467627187643,0.262224980376376,0.216898255016496,0.280426382170934,0.270949851054411,0.251061427203298,0.240475055417688,0.23792705696241,0.108887163442875,0.237628473508227,0.273775101178596,0.261389909649931,0.250012584867302,0.244228343052926,0.22631981884971,0.260523684205692,0.231474294247301,0.30417363512595,0.225180795787918,0.13582499356319,0.290156938240087,0.204380622162288,0.200257997619092,0.241315334715504,0.248256658501011,0.238104276036673,0.234549106750806,0.25200728624237,0.187986646651959,0.195401075237941,0.229060952041474,0.218722082881632,0.273130632393619,0.231221144195681,0.245657241407893,1.0,0.247358710605339,0.173808628262268,0.170656444383002,0.176715292915713,0.243408079397579,0.170447622997622,0.265092443579995,0.243469910810537,0.181228328927844,0.194905603959851,0.210416151531217,0.213214167718235,0.272594338686222,0.247447988832316,0.253978803537245,0.251427284791468,0.260293403203392,0.182253966929102,0.231779532232914
SKA1,0.154046721281231,0.147855154357295,0.147466151723607,0.204785481701227,0.200971350667238,0.130576374765202,0.160701527121663,0.192311842109224,0.0982632491867795,0.142123125240238,0.201178422068345,0.149602387392138,0.106925725650437,0.218677689703155,0.199948137642799,0.198175067576308,0.337726707618092,0.250818078017359,0.18941297401723,0.153895824021109,0.136024323595712,0.275685199591679,0.220031843470852,0.148922682475081,0.169665141772287,0.283671039941049,0.122541731167473,0.179840576285306,0.258636549913505,0.205351925072516,0.155660731796949,0.147929558734877,0.21756616414238,0.183822557791341,0.139407624320578,0.333397835308409,0.10895869039258,0.11783381951254,0.283575605167198,0.133953075324257,0.149083493852416,0.189339160477904,0.27544008327811,0.189908913286813,0.168067814809055,0.174007511864284,0.151126561603448,0.178119042280773,0.154963896170161,0.194746090640619,0.216556396400931,0.164542222901936,0.163363346976273,0.247358710605339,1.0,0.103398266638823,0.138692814057249,0.125878783978571,0.233005379420132,0.139404778476433,0.191913066300585,0.202140184991216,0.189166985369284,0.0993782404311934,0.156227167978532,0.214549783806647,0.314675642953518,0.131773340375391,0.288700344571118,0.187522489744072,0.276884840084544,0.112193208717714,0.236268438836878
TTK,0.0350886601684315,0.057329657554843,0.0301701896071612,0.0463047856558918,0.113398461661978,0.0279354974166895,0.0205246561665877,0.0990534265238549,0.0614704755575657,0.0450874321192758,0.0449172787952946,0.0262147991956631,0.0520928405352824,0.10999124562799,0.0828510164241392,0.104345428297771,0.162670863610123,0.102947620267449,0.123080557170302,0.0793594169691594,0.0306737793145456,0.155714213890149,0.120816649861136,0.0987567568962173,0.139688749010016,0.123568450300006,0.0152612719645554,0.133793778020571,0.167622402920115,0.157056885289961,0.108743161203471,0.0939102705996846,0.115437033880666,0.115744969004417,0.0758766510089713,0.160817658365777,0.0533185344330956,0.0210094226640636,0.163258527319889,0.0724913293052375,0.0854208144053912,0.0679787568351883,0.181617258101853,0.10624740628967,0.0551326856806843,0.141327117595202,0.0296139764492467,0.0259233564979716,0.0984838086733607,0.0794346091120212,0.114957798443794,0.0564331008692373,0.102629551687087,0.173808628262268,0.103398266638823,1.0,0.0286349416679724,0.0485943290678702,0.0869962301426147,0.0536358525397553,0.0986936298599582,0.0804872090898764,0.0370345585505419,0.0668731731822703,0.106605882955926,0.0590097412463427,0.155270297721214,0.0865850389809321,0.143119275197526,0.118201534180495,0.119411220810569,0.0361861656455357,0.0946640015793837
TACC3,0.0420004581863239,0.0578358894572295,0.0317900291672916,0.104972042948853,0.130711080929892,0.0282676324919068,0.0442320500583973,0.129687750868394,0.0358218679092551,0.0462423103538416,0.0653800613119266,0.0351853527789702,0.0363041187957733,0.155131770428468,0.132255241959239,0.127267421547007,0.238415949197467,0.188630481594707,0.122667036561436,0.0763676898790639,0.0400651618008525,0.18920797934319,0.151121078448053,0.0753621124987058,0.114195231356828,0.208211117619303,0.0332281229257319,0.117030481679804,0.170436277014065,0.138704067577586,0.0895157146782289,0.0788707859907181,0.170822116486002,0.11216331777528,0.0601460319700393,0.227975221886829,0.0398106296252051,0.023735299504186,0.186514137639239,0.0427160542746531,0.0570438765444451,0.101050117549782,0.190417411115263,0.135407050686522,0.0609971333118013,0.132123376903154,0.0377382421503317,0.0481624764348772,0.0796675090129918,0.115532454486301,0.134909981687892,0.0639651208580242,0.105422283847472,0.170656444383002,0.138692814057249,0.0286349416679724,1.0,0.0256033884166887,0.168401768823906,0.0327659039733917,0.107960881374059,0.13612035394729,0.0693371729667053,0.0300134055133475,0.0707532784654184,0.101416356225051,0.218512722611553,0.0718007661918105,0.199512753941089,0.10992819389248,0.190735109329899,0.0205123041243486,0.164475801172429
RAD51AP1,0.0520013205294714,0.0515067000634205,0.0373585739228352,0.0695173057074309,0.109317468360555,0.0264149508224084,0.02704276791604,0.107365396842178,0.053008530447248,0.0479707601610083,0.0553315336905704,0.0249151137128762,0.0462219562230664,0.141150550117792,0.0958710625478815,0.111023631550549,0.190170081983143,0.144134088153967,0.126360568952629,0.0707038966469393,0.0273202257386564,0.160676711226123,0.133089802755524,0.0915939083060307,0.159438124289803,0.158623970871918,0.0239136519500332,0.161349774092585,0.155822361260077,0.141982152985285,0.102884479203466,0.10022229925389,0.129809933699791,0.113860954791054,0.0498267882196884,0.187045543909518,0.0417377249378065,0.0217845192965579,0.165273455872667,0.0898276386156192,0.0501859493605472,0.0794300232361014,0.194644813704979,0.102230698966796,0.0610198271244423,0.132855029365749,0.0325509048287787,0.0316277283203351,0.081524019212195,0.0868716245641097,0.114684229626274,0.0551796112000891,0.127410780452097,0.176715292915713,0.125878783978571,0.0485943290678702,0.0256033884166887,1.0,0.130205233486268,0.0261446530135597,0.115937212857849,0.0919877927685097,0.0497804965324331,0.0738241542271347,0.0719106420010906,0.0745481289964281,0.168186605466972,0.079287510181719,0.160302792642564,0.105327898472972,0.15020191080849,0.033857307665734,0.115350410686573
RRM2,0.200039997054888,0.159715626630809,0.169460424398897,0.27730200484792,0.198050090287576,0.136695486269322,0.225467639837545,0.213902021635005,0.0925188952416063,0.149122995885078,0.214466607323789,0.173270262502464,0.102216185823731,0.259019763924594,0.230218368280268,0.225100344137897,0.369621755734674,0.306800644421991,0.181664924243023,0.152461324515476,0.150447568816969,0.285396926626918,0.237552188092909,0.145584387057178,0.174189525787528,0.32195873251367,0.177155064796209,0.179721394003876,0.2434544455623,0.1950147528646,0.148149877503493,0.159987411426884,0.242603546703999,0.178326420607865,0.133657962996251,0.354673705194809,0.104050983356227,0.124109689366734,0.277529550010507,0.123699497188646,0.141709208891699,0.235086033704596,0.276041724758714,0.200241134953196,0.177387098473343,0.183637247861068,0.205814001795294,0.211330696073066,0.147279759007615,0.220666724610963,0.207774813868795,0.194096320139698,0.179737889985411,0.243408079397579,0.233005379420132,0.0869962301426147,0.168401768823906,0.130205233486268,1.0,0.128492811222126,0.196528773449261,0.225178194836983,0.237116916616463,0.0878252259180891,0.150493010000304,0.238161770383014,0.324290599026392,0.133767122389606,0.294692374644871,0.181585087043453,0.307040577152204,0.12264139130146,0.252196616353871
PTTG1,0.0363155069271481,0.0532863965459737,0.0300579477178527,0.0834888952491438,0.125784443041256,0.0311791366495646,0.0292094642599551,0.116868799268029,0.0368086115657586,0.0435693078127534,0.0674549477896258,0.0352874841959368,0.0376311527313846,0.124207599360837,0.118976453252234,0.136617523754807,0.217244141640756,0.146465133541962,0.130896098149774,0.0777629730424683,0.0295766538075927,0.176881179729142,0.134027566306287,0.0817720467734304,0.118777576241926,0.176911235102155,0.0223913417712404,0.122238824094114,0.178265727266169,0.143804543622027,0.097164217247901,0.0750402986075152,0.160142521877336,0.124660469394279,0.0729265781712325,0.208149548513333,0.0425257812134892,0.0233859111363105,0.184372301860701,0.0500011614010899,0.0967699785205881,0.0829863655010094,0.205038247975597,0.138244949472244,0.0592730658838093,0.129995458922476,0.0282214717417762,0.039492296308647,0.0875708039714421,0.111958416339599,0.136680148715807,0.0633487548663633,0.09043022926137,0.170447622997622,0.139404778476433,0.0536358525397553,0.0327659039733917,0.0261446530135597,0.128492811222126,1.0,0.111976918133446,0.117492273145921,0.0594768631472621,0.0341830158104596,0.11062967274888,0.0985657916396666,0.209584897609638,0.0702409235444331,0.188781267800827,0.132238514202089,0.163702347283832,0.0246609398379094,0.152156660144311
PCLAF,0.111175745821541,0.132110629383048,0.104574588157942,0.130844840395773,0.238400718107064,0.105055300750864,0.119033542444633,0.213305722576052,0.126558932262084,0.14756482042574,0.166217016634607,0.120652247332631,0.148428598939814,0.216166157664341,0.154210879334048,0.151460556992399,0.305911872975136,0.206469117147274,0.194372100821595,0.18731831461956,0.148959560313688,0.287622196022263,0.23677660464227,0.164796126441344,0.16412946961429,0.236536819762544,0.0750552940085538,0.172124369837681,0.28779295311327,0.231370060182659,0.171057371220747,0.146781731516002,0.172662780786367,0.199202299178937,0.149847987999646,0.327240947558703,0.151037321206651,0.101017003158335,0.308513642323649,0.130604206240227,0.124592250455883,0.155895692293472,0.252005835179788,0.161532491874087,0.156582285011839,0.172100415741791,0.114501206096643,0.142230232982759,0.148061145625956,0.14771914919227,0.256131364861659,0.142113059149222,0.157767252362149,0.265092443579995,0.191913066300585,0.0986936298599582,0.107960881374059,0.115937212857849,0.196528773449261,0.111976918133446,1.0,0.177331129838054,0.123474670487477,0.130746286737628,0.127562967510715,0.160519986425468,0.288667419065785,0.164774735927692,0.270951304491435,0.177820666697485,0.268183293473451,0.107355195748951,0.196401368792353
TPX2,0.121095975702912,0.1279219244605,0.11874757351918,0.167480557460306,0.21185361964314,0.123579010833111,0.154093954585903,0.198794394389838,0.0841373486548586,0.128104662347463,0.172700543157933,0.153653304644365,0.0968050312915432,0.210829580066594,0.188871418370187,0.163400463755437,0.341580824819669,0.245842703319999,0.198992425743607,0.140303079805337,0.123700234083284,0.279785935562105,0.222491283405475,0.127725607831429,0.16441263697814,0.282924149123713,0.109281669893765,0.171040057226047,0.272117174137118,0.206695835602782,0.141868005463145,0.121559116856695,0.211887890344446,0.184658622964828,0.124841779468262,0.339671986224892,0.100459532154634,0.103056510454486,0.291583932911131,0.109665312489109,0.126827182386347,0.15758547106828,0.268361377844241,0.189596644022283,0.148931443554408,0.165185923502527,0.119286827044558,0.159772006583262,0.146894101373688,0.177063080105663,0.228019379420153,0.135005776112378,0.139641236589637,0.243469910810537,0.202140184991216,0.0804872090898764,0.13612035394729,0.0919877927685097,0.225178194836983,0.117492273145921,0.177331129838054,1.0,0.152396082361994,0.0804774114324072,0.128779816348816,0.192221100850131,0.328578123193948,0.11817074602688,0.307807538586137,0.173064034798117,0.284333537670343,0.0869727682961769,0.245038474349878
PLK1,0.100569602686221,0.0616456082202918,0.0769604930514366,0.19271029864149,0.130131574252501,0.0572616447296033,0.0806469460059042,0.135989699281015,0.0285147516193029,0.0483351793642253,0.103544648275985,0.0608657048943714,0.0285244445307128,0.17675929132179,0.19178632656809,0.180370268026825,0.312204397002018,0.270304001379158,0.151265382805298,0.0696138987911697,0.0404040326487413,0.210566037572442,0.161080406286037,0.0719979307362009,0.139911837085023,0.306411301255274,0.0793963985219476,0.14876361374059,0.181845938772569,0.141640031867024,0.0900508918903954,0.0847224342696875,0.249734662674929,0.128878700790508,0.0497798313842738,0.272879552766434,0.0296062796315933,0.0495123615578695,0.20497774268533,0.0544044600943383,0.0659115764568211,0.125052024923128,0.24709717373906,0.154279099213052,0.076463304811698,0.139857861060527,0.0722053154159982,0.0915884260148029,0.0865516871310285,0.17123784648235,0.140073862323373,0.0696635606830112,0.109664086842687,0.181228328927844,0.189166985369284,0.0370345585505419,0.0693371729667053,0.0497804965324331,0.237116916616463,0.0594768631472621,0.123474670487477,0.152396082361994,1.0,0.0278271163285619,0.092426536620968,0.166156105154453,0.289676637829627,0.0596717719088255,0.252282075143648,0.129572502807828,0.232830027238393,0.0413405203262567,0.238275700191929
ZWINT,0.0338669678158436,0.055719236924167,0.0333181618101532,0.0323804675717034,0.15858407750674,0.0298919788907599,0.0252528591946906,0.129366002240499,0.109172280693494,0.0636299493901829,0.0428005530958226,0.029943852567625,0.105264208621321,0.131137385837713,0.0702177632479221,0.0704854058370286,0.156437376272313,0.0953631016754633,0.129053833572396,0.127697194659912,0.0587084698754992,0.179715405117958,0.150951678228452,0.125384556343098,0.135936955745759,0.111161827413869,0.0147078168958714,0.131063782328868,0.19630920694841,0.184899006688222,0.143097716700741,0.110258240717427,0.0838923610474271,0.132766234636105,0.0705404631219283,0.176370808046166,0.0986514571897235,0.0287684746831446,0.197979869237649,0.0785560642328263,0.0458692898145379,0.0655789239286425,0.155184879971151,0.0886448929130484,0.0624156866319066,0.131091799503345,0.0365687377469235,0.0343067842360809,0.0882810455400255,0.0621031973966563,0.160350459860877,0.0505119047349924,0.121120334934027,0.194905603959851,0.0993782404311934,0.0668731731822703,0.0300134055133475,0.0738241542271347,0.0878252259180891,0.0341830158104596,0.130746286737628,0.0804774114324072,0.0278271163285619,1.0,0.0603811695625859,0.0508329022629811,0.148695321494257,0.147011448013465,0.144275930338377,0.109379708429776,0.135666229302857,0.0546525698730295,0.0834249074618831
